CENSUS_YEAR,COMM_CODE,DWELLING_CNT,RESIDENT_CNT,OCPD_DWELLING_CNT,VACANT_DWELLING_CNT,OCPD_OWNERSHIP_CNT,RENOVATION_DWELLING_CNT,UNDER_CONST_DWELLING_CNT,INACTIVE_CNT,OTHER_PURPOSE_CNT
2016,MPL,817,"1,953",801,13,752,2,0,1,0
2012,CAP,"2,291","4,015","2,033",198,763,4,18,27,11
2013,SIG,"5,251","13,873","5,137",94,"4,669",10,0,7,3
2003,ERL,757,961,531,40,325,48,132,0,6
2005,X11,0,0,0,0,0,0,0,0,0
2017,COU,"1,435","3,806","1,389",42,"1,130",4,0,0,0
2006,COR,"1,477","6,166","1,465",9,"1,422",2,0,1,0
2008,EYA,776,"1,649",719,30,421,0,13,10,4
2019,ERI,"2,494","7,049","2,426",37,"1,692",10,0,20,1
2004,COU,"1,425","3,632","1,400",24,"1,324",1,0,0,0
1998,WHL,"2,628","5,076","2,515",98,"1,955",0,12,,
2005,LKV,"2,337","5,567","2,286",43,"1,894",5,1,0,2
1998,MAN,172,271,160,9,148,0,0,,
2003,S23,4,18,4,0,1,0,0,0,0
2008,REN,"3,177","5,641","2,884",93,"1,673",50,66,73,11
2005,WLD,"1,055","2,594","1,040",15,934,0,0,0,0
2006,MLR,"2,302","6,509","2,288",12,"2,072",2,0,0,0
2018,DNC,"5,686","8,461","5,113",441,437,8,0,36,88
2017,DIS,"1,650","4,268","1,598",37,"1,343",5,0,6,4
2011,ING,"2,137","3,469","1,904",155,"1,100",9,9,36,24
2014,CAS,"1,983","6,396","1,917",46,"1,193",4,0,15,1
2010,GBP,0,0,0,0,0,0,0,0,0
2014,SHS,866,"1,580",668,19,606,3,171,0,5
2016,X03,20,68,15,2,24,0,1,0,2
1998,NAW,0,0,0,0,0,0,0,,
2006,WGT,"1,347","3,145","1,305",9,"1,035",29,0,4,0
1999,DIS,6,21,6,0,4,0,0,0,
2015,HPK,"2,209","4,135","2,013",103,586,25,36,26,6
2018,BYV,248,645,239,5,235,3,1,0,0
1999,ESP,245,663,221,16,183,1,6,0,
2003,ROX,164,406,153,5,148,4,1,1,0
2004,GBK,"3,143","6,637","2,935",207,"1,678",0,0,1,0
2006,VAF,10,17,9,1,4,0,0,0,0
2006,BRE,"2,561","6,255","2,510",43,"1,763",3,0,2,3
2010,VIS,845,"2,215",795,45,376,1,0,2,2
2018,SPH,"3,361","10,051","3,286",39,"2,790",11,22,2,1
2003,RIC,"2,069","4,058","1,944",91,"1,099",6,11,13,4
2008,SKR,3,0,2,1,0,0,0,0,0
2015,EFV,1,0,0,1,0,0,0,0,0
2019,BRE,"3,332","7,265","3,153",141,"1,629",30,5,0,3
2015,GPK,3,0,3,0,0,0,0,0,0
2007,X06,13,40,12,1,10,0,0,0,0
2015,WIL,"2,284","5,420","2,244",24,"1,777",13,2,1,0
2008,VIS,795,"2,107",752,33,389,6,0,4,0
2001,DRG,"1,492","4,638","1,471",21,"1,063",0,0,0,0
2015,ARB,"3,937","10,947","3,879",52,"3,367",5,0,0,1
2002,MLR,"2,255","6,212","2,180",24,"1,992",0,43,2,6
1998,MOR,"2,613","8,698","2,527",27,"2,247",0,58,,
2019,QLD,"1,905","4,743","1,847",46,"1,433",2,0,8,2
1998,DGN,653,"1,619",559,3,559,0,86,,
2013,GRV,"1,120","2,043","1,063",45,412,2,0,2,8
2012,FLI,63,127,59,2,49,1,0,1,0
2000,COA,"1,449","3,371","1,423",18,"1,186",7,1,0,
2001,SIL,"3,507","9,873","3,460",38,"2,951",6,0,1,2
2016,EVN,"4,949","14,264","4,448",191,"4,028",4,273,8,25
2008,AYB,16,45,9,1,0,0,0,2,4
2019,DIS,"1,669","4,280","1,599",49,"1,374",3,12,1,5
2005,WES,2,0,0,1,0,0,0,0,1
2014,MRT,"4,062","14,761","3,950",64,"2,962",7,0,37,4
2017,MAC,"1,785","4,930","1,767",13,"1,521",2,0,3,0
2005,CAS,"1,879","6,095","1,805",72,"1,307",1,1,0,0
2016,MCT,"7,145","18,124","6,939",194,"5,582",5,1,4,2
1999,KIN,"2,260","4,363","2,169",84,791,1,0,1,
2018,SAN,"2,133","5,904","2,085",41,"1,799",6,0,0,1
1998,CFC,4,0,0,4,0,0,0,,
2011,VIS,847,"2,273",802,44,393,1,0,0,0
2012,STA,645,"1,588",618,15,389,0,11,0,1
2014,TUX,"2,693","4,873","2,398",144,"1,038",29,58,35,29
2001,MPK,"2,992","9,016","2,867",55,"2,263",0,33,34,3
2011,BNF,"1,874","3,577","1,628",83,623,17,17,120,9
2006,CIT,"3,477","10,166","3,455",19,"3,251",1,0,2,0
2006,RMT,551,"1,247",530,16,342,3,2,0,0
2010,MRL,"3,116","8,170","2,871",177,"1,936",7,0,58,3
2005,WIN,"1,795","3,639","1,644",121,"1,056",6,14,7,3
2017,RUN,"3,849","11,553","3,606",189,"2,088",25,0,25,4
1998,SRI,32,75,25,4,11,0,0,,
2009,TEM,"3,619","10,996","3,497",84,"2,523",14,1,23,0
2004,SFH,2,0,1,1,1,0,0,0,0
2010,SHG,864,"1,443",688,57,331,33,5,76,5
2006,NAW,3,5,2,1,0,0,0,0,0
2006,GRI,5,7,5,0,1,0,0,0,0
2018,PAL,"1,840","3,396","1,718",109,"1,008",7,3,0,3
2019,KIN,"2,422","4,687","2,191",197,707,22,1,6,5
2001,SOM,"2,522","5,873","2,069",97,"1,972",0,341,0,15
2006,SPH,"2,199","5,073","1,755",10,"1,678",2,414,1,17
2011,RYV,0,0,0,0,0,0,0,0,0
2007,CED,"2,601","6,426","2,559",25,"1,976",7,1,8,1
2007,ALT,"4,355","8,442","4,008",81,"2,739",35,151,74,6
2000,MAL,"2,711","6,127","2,513",189,"1,369",5,0,1,
2016,BRT,314,717,289,14,232,1,8,1,1
2013,MPK,"3,058","8,393","2,929",90,"2,094",8,4,25,2
2002,X10,308,685,297,11,283,0,0,0,0
2007,VAF,9,19,8,0,5,0,0,0,1
2001,HAW,"3,326","10,978","3,297",27,"3,155",1,0,0,1
2013,HUN,"5,586","13,566","5,356",113,"3,311",73,1,36,7
2007,X09,5,31,4,0,3,0,0,1,0
2016,CHK,589,"1,683",574,14,469,0,1,0,0
2019,KEL,903,"2,305",852,42,426,1,2,5,1
2000,MCT,"1,001","2,166",835,54,797,1,87,1,
2009,VAL,"1,713","4,979","1,690",22,"1,635",0,0,1,0
2000,COR,"1,261","4,869","1,191",27,"1,174",0,37,0,
2001,RIC,"2,030","3,979","1,917",81,"1,034",2,16,13,1
2007,KCA,940,"2,467",803,8,787,0,118,0,11
2018,ALT,"3,218","6,831","2,876",179,"1,940",16,122,16,9
2000,X10,253,532,233,20,222,0,0,0,
2013,BNK,"3,526","5,212","3,288",150,827,24,15,36,13
1998,UMR,"1,073","2,648","1,034",37,"1,018",0,2,,
2003,GRI,5,0,3,2,1,0,0,0,0
2015,SSD,"2,586","3,850","2,270",100,737,21,181,13,1
2004,KIL,"3,489","6,368","3,181",216,"1,657",14,32,26,20
2001,SHS,604,"1,559",567,5,557,28,0,0,4
2002,COU,"1,426","3,679","1,411",15,"1,334",0,0,0,0
2018,MAC,"1,785","4,811","1,749",33,"1,513",2,0,1,0
1998,DRG,"1,593","4,866","1,580",12,"1,578",0,0,,
2011,MCK,"4,650","14,062","4,562",77,"4,163",2,0,8,1
2006,RUN,"3,678","11,246","3,587",58,"2,405",4,0,26,3
2000,VIS,786,"2,308",752,34,359,0,0,0,
2003,NEB,175,259,96,8,94,0,63,0,8
2012,MRT,"3,912","13,674","3,776",106,"2,958",5,0,23,2
1998,MIS,"2,569","3,550","2,490",74,"2,352",0,0,,
2015,MAH,"2,339","4,960","1,702",177,"1,604",8,410,0,42
2019,X14,0,14,0,0,13,0,0,0,0
2007,EVE,"5,907","14,648","5,291",36,"5,022",1,519,24,36
1999,FAI,"1,591","3,872","1,559",14,"1,165",10,0,8,
2017,CHN,"1,989","2,124","1,436",156,330,5,381,0,11
2003,SHI,155,312,148,7,140,0,0,0,0
2009,RUN,"3,804","11,252","3,649",78,"2,296",17,0,57,3
2014,X04,0,9,0,0,11,0,0,0,0
2009,EFV,0,0,0,0,0,0,0,0,0
2010,SVO,"1,485","3,350","1,193",41,"1,032",0,225,5,21
2003,GTI,1,1,1,0,0,0,0,0,0
1999,DRG,"1,583","4,655","1,561",21,"1,049",0,0,0,
2008,HOU,"1,108","2,904","1,030",52,794,2,13,8,3
2013,SHI,151,258,146,4,139,0,0,1,0
2006,SFH,2,7,2,0,1,0,0,0,0
2011,BEL,159,449,149,3,146,7,0,0,0
1999,TAR,664,"1,918",623,22,542,0,14,0,
2000,HAW,"3,326","11,071","3,312",10,"3,170",4,0,0,
2001,RAM,"1,103","2,053","1,011",81,584,0,2,3,6
2016,BDO,375,918,364,8,310,1,0,2,0
2010,RAM,"1,135","2,015","1,026",87,506,5,6,5,6
2019,AUB,"6,046","17,603","5,872",142,"4,342",2,21,0,9
2019,PAT,"2,034","4,202","1,933",81,"1,412",8,8,1,3
2010,DDG,"4,018","11,546","3,920",42,"3,719",2,50,4,0
2010,EYA,781,"1,606",684,65,390,22,10,0,0
1998,RMT,540,"1,289",531,9,458,0,0,,
2016,HUN,"5,596","13,497","5,364",181,"3,175",21,1,27,2
2009,BOW,"5,274","10,943","4,976",193,"2,567",21,22,59,3
2019,WLD,"1,111","2,706","1,066",30,881,8,5,1,1
1999,X03,40,105,35,5,22,0,0,0,
2018,CHK,589,"1,648",565,21,460,2,1,0,0
2006,HOU,"1,101","2,903","1,052",26,827,7,5,8,3
2010,WAL,163,210,88,0,73,0,58,0,17
2013,QLD,"1,899","4,863","1,869",22,"1,433",2,0,6,0
2004,ING,"1,904","3,254","1,720",136,"1,126",9,15,5,19
1998,MCI,1,0,0,1,0,0,0,,
2009,RYV,0,0,0,0,0,0,0,0,0
2016,BOW,"5,328","11,009","4,938",310,"2,448",33,22,18,7
2013,SAN,"2,122","6,212","2,097",21,"1,846",2,0,2,0
2013,WLD,"1,059","2,627","1,023",20,900,3,8,5,0
1999,LPK,746,"1,497",708,34,181,0,0,0,
2003,HAY,"2,908","6,109","2,816",85,"2,007",4,0,0,3
2004,MNI,4,0,0,2,0,0,2,0,0
2015,CAS,"1,989","6,475","1,943",39,"1,189",4,0,3,0
2019,BNK,"3,531","5,256","3,229",228,826,15,25,3,31
2018,SVO,"2,552","7,398","2,427",88,"2,064",0,33,0,4
2009,MNI,3,0,0,3,0,0,0,0,0
2012,SRI,24,30,21,3,15,0,0,0,0
2019,CIT,"3,488","10,077","3,430",48,"2,925",5,2,2,1
2014,WSP,"3,000","9,077","2,856",50,"2,659",1,88,0,5
2019,TUX,"2,782","5,326","2,511",189,"1,081",16,31,12,23
2005,TUS,"4,997","12,233","4,544",87,"4,373",0,337,0,29
2019,WGT,"1,343","3,202","1,305",29,874,7,2,0,0
1998,NGM,"1,001","2,539",982,19,901,0,0,,
2015,BNF,"1,937","4,332","1,817",74,663,5,24,13,4
1998,STA,735,"1,974",723,6,721,0,0,,
2010,ERL,743,"1,248",706,28,471,6,3,0,0
2018,PAN,"8,191","25,861","7,960",199,"6,380",6,1,22,3
2001,WIN,"1,711","3,702","1,647",53,"1,066",0,7,3,1
2009,BLN,"14,617","18,341","11,310",797,"3,605",270,"2,023",131,86
1998,EYA,767,"1,677",737,29,705,0,0,,
2019,VAR,"5,888","12,873","5,669",181,"3,418",27,5,4,2
2000,SAD,174,215,65,0,51,0,101,0,
2018,GRE,495,891,469,26,411,0,0,0,0
2004,QLD,"1,872","5,252","1,832",37,"1,531",1,0,2,0
2006,CAS,"1,887","6,216","1,831",38,"1,303",1,0,17,0
2009,SET,0,0,0,0,0,0,0,0,0
2003,ACA,"5,011","11,019","4,867",134,"2,946",3,1,1,5
2010,SOV,915,"2,090",835,42,440,1,0,33,4
1998,BUR,1,2,1,0,0,0,0,,
2004,EVE,"2,486","5,252","1,758",48,"1,685",0,618,0,62
2000,ARB,"2,690","7,102","2,504",78,"2,397",0,95,0,
2003,WES,4,0,4,0,2,0,0,0,0
2008,GRE,501,992,484,11,453,5,0,1,0
2016,SCE,"2,928","8,399","2,888",29,"2,740",5,0,6,0
2019,CAR,452,572,178,4,151,0,266,0,4
2010,DAL,"3,717","8,982","3,602",94,"2,452",17,0,2,2
2019,SSW,167,399,153,11,131,1,2,0,0
2015,COU,"1,427","3,831","1,418",8,"1,175",1,0,0,0
2000,HIW,941,"2,140",907,21,691,2,8,2,
2011,FAL,"3,426","10,043","3,220",163,"1,886",10,0,33,0
2002,DRG,"1,492","4,621","1,477",15,"1,074",0,0,0,0
2019,SHS,848,"1,911",719,31,619,2,89,0,7
2001,X06,15,55,13,2,11,0,0,0,0
2017,FVI,1,0,1,0,0,0,0,0,0
2011,MER,0,0,0,0,0,0,0,0,0
2018,MOP,"2,816","5,998","2,582",97,"1,594",11,83,33,10
2008,MNI,3,0,0,3,0,0,0,0,0
2004,OAK,"2,296","6,251","2,261",31,"2,062",3,0,1,0
2010,SHS,869,"1,535",623,17,577,2,226,1,0
2014,SGH,"1,603","3,900","1,372",35,"1,314",3,178,3,12
2016,CHV,"1,352","2,689","1,304",46,937,2,0,0,0
2005,LMR,"2,268","3,144","2,083",101,553,39,15,4,26
2018,CLI,"1,354","1,921","1,268",68,363,2,7,1,8
2007,SAN,"2,111","6,557","2,074",25,"1,938",4,0,8,0
2013,CPF,"3,407","8,942","3,112",28,"2,730",0,241,2,24
2017,UOC,9,"2,057",9,0,0,0,0,0,0
2003,FRA,3,4,2,1,0,0,0,0,0
2010,FHI,2,285,1,0,0,0,0,1,0
2013,SOM,"3,138","8,523","3,045",86,"2,426",6,0,0,1
2007,AUB,661,"1,075",366,0,356,0,272,4,19
2019,LMR,"2,430","3,457","2,345",63,536,11,2,2,7
2005,ST2,1,0,1,0,0,0,0,0,0
2012,FAI,"1,606","3,623","1,572",24,"1,049",7,1,0,2
2002,QPK,188,438,185,3,0,0,0,0,0
2008,SUN,6,21,3,3,0,0,0,0,0
1999,FLI,62,117,61,1,60,0,0,0,
2014,COR,"1,542","6,016","1,511",12,"1,349",6,0,13,0
2000,RAN,"2,961","8,208","2,904",55,"2,143",0,0,2,
2008,HPK,"2,091","3,701","1,894",88,559,13,32,59,5
2002,S23,5,11,3,1,1,0,0,0,1
2007,PEN,"3,065","8,523","2,917",67,"1,953",9,0,71,1
2017,HUN,"5,610","13,152","5,303",245,"3,147",22,2,31,7
2019,GPI,0,0,0,0,0,0,0,0,0
1998,COR,761,"2,871",699,17,699,0,40,,
2004,CED,"2,481","6,386","2,425",45,"1,897",0,9,1,1
2007,GLA,"2,983","6,289","2,843",38,"1,828",73,4,19,6
2011,COR,"1,503","5,837","1,466",28,"1,363",2,0,7,0
2015,NHV,"1,005","2,473",979,14,658,7,0,5,0
2005,CRM,291,698,234,7,232,0,45,0,5
2001,ALT,"3,305","6,312","2,892",201,"1,609",45,157,6,4
2018,SNA,"2,172","3,263","1,948",171,469,28,6,0,19
2005,KIL,"3,492","6,608","3,227",198,"1,722",3,29,25,10
2012,ROC,"2,972","7,662","2,851",91,"2,456",4,15,0,11
2016,EPK,"1,203","3,325","1,125",40,"1,014",20,12,5,1
2000,MAF,187,562,183,3,179,0,0,0,
2015,RSN,722,"1,941",588,10,564,1,116,0,7
2013,STD,2,0,2,0,0,0,0,0,0
2009,HIW,993,"2,162",902,44,603,7,0,36,4
2002,BUR,2,2,1,1,0,0,0,0,0
2009,ERI,"2,443","6,972","2,370",51,"1,807",8,1,12,1
2013,HOU,"1,108","3,007","1,052",38,782,4,12,1,1
2009,OAK,"2,292","5,823","2,261",26,"2,056",2,0,3,0
2011,MRT,"3,875","12,987","3,651",160,"2,985",3,9,49,3
2005,DNW,"1,636","1,750","1,067",272,532,1,288,0,8
1999,SCE,"2,788","9,172","2,744",17,"2,684",0,23,0,
2018,WLD,"1,111","2,623","1,030",23,908,2,54,2,0
2010,WHI,"3,811","11,594","3,522",219,"2,467",9,0,58,3
2012,TEM,"3,648","10,892","3,516",82,"2,473",18,3,27,2
2018,KIN,"2,430","4,641","2,223",160,761,10,20,15,2
2005,SUN,5,0,0,4,0,0,1,0,0
2011,NHV,987,"2,282",934,28,659,3,16,4,2
2012,BUR,2,0,2,0,0,0,0,0,0
2004,X13,52,112,47,5,26,0,0,0,0
2008,WIL,"2,280","5,360","2,233",28,"1,798",17,0,2,0
2011,CHV,"1,323","2,342","1,276",43,881,0,3,0,1
2014,FLN,"3,367","8,037","3,146",131,973,27,1,52,10
2006,ASP,464,898,273,12,259,0,179,0,0
2002,STR,"2,253","6,572","2,143",25,"1,997",1,79,0,5
2014,MLI,1,0,1,0,0,0,0,0,0
2006,OSH,0,0,0,0,0,0,0,0,0
2003,EAG,110,291,103,3,100,4,0,0,0
2000,POI,846,"1,343",819,19,655,3,0,0,
2005,QPK,188,381,186,1,0,0,0,0,1
2002,EAU,923,"1,463",874,34,479,2,0,0,13
2013,GTI,1,0,1,0,0,0,0,0,0
2014,DDG,"4,639","12,945","4,572",39,"4,030",1,20,3,4
2019,CHA,"4,179","12,651","4,122",47,"3,674",8,1,0,1
2000,SCE,"2,870","9,401","2,813",35,"2,738",1,19,0,
2004,SPH,"1,582","3,488","1,159",49,"1,126",1,361,1,11
2014,RCK,"1,641","3,408","1,508",61,443,9,13,46,4
2006,DNC,"4,827","7,557","4,503",97,229,31,0,104,92
2019,SNA,"2,165","3,234","1,974",127,451,32,7,0,25
2016,UOC,9,"2,248",9,0,0,0,0,0,0
2014,SHG,868,"1,530",719,41,317,8,5,86,9
2010,COU,"1,425","3,671","1,400",23,"1,245",1,0,1,0
2008,SOW,"2,629","6,146","2,571",43,"1,631",6,0,9,0
2012,WLD,"1,056","2,598","1,023",20,908,8,4,1,0
2001,HUN,"5,468","14,590","5,360",94,"3,555",11,0,1,2
2013,PAL,"1,707","3,387","1,658",49,"1,029",0,0,0,0
2015,HIL,"3,656","6,737","3,231",105,"1,302",204,106,3,7
2012,MOP,"2,654","4,845","2,321",143,"1,348",11,89,80,10
2000,DOU,"2,963","9,031","2,942",20,"2,902",0,1,0,
2015,RED,916,"1,668",884,30,690,1,0,0,1
2011,EVE,"6,871","19,487","6,597",128,"5,922",7,128,2,9
2007,SSD,"2,350","3,731","2,241",45,762,46,2,10,6
2017,UNI,"1,375","2,749","1,244",122,405,6,0,1,2
2003,WOO,"2,402","6,724","2,298",102,"1,767",2,0,0,0
2004,BUR,2,2,1,1,0,0,0,0,0
2008,TAR,"3,990","13,174","3,575",57,"2,959",1,334,13,10
2011,STD,2,0,2,0,0,0,0,0,0
1999,WIL,"2,254","5,674","2,233",20,"1,863",0,0,0,
2010,HID,"3,861","11,780","3,811",40,"3,501",7,0,2,1
2002,ACA,"5,005","11,090","4,880",111,"2,966",5,0,0,9
2010,RMT,560,"1,231",529,28,333,1,1,1,0
2019,X09,354,765,334,11,346,3,0,0,6
2006,MAL,"2,733","5,957","2,657",39,"1,540",8,0,28,1
2007,COA,"1,481","3,258","1,404",20,"1,230",56,0,1,0
2011,EFV,1,0,1,0,0,0,0,0,0
2001,PAL,"1,642","3,275","1,618",21,"1,042",0,0,2,1
2004,ST3,9,15,6,3,3,0,0,0,0
2012,WSP,"2,795","8,226","2,668",58,"2,483",1,58,1,9
1999,DRN,"2,112","6,490","2,083",27,"1,690",1,0,0,
2016,TEM,"3,682","11,140","3,540",101,"2,554",11,2,24,4
2019,X04,0,22,0,0,38,0,0,0,0
2018,CED,"2,623","6,019","2,533",82,"1,902",5,0,1,2
2010,CAP,"2,268","4,061","2,028",148,751,10,20,51,11
2017,MLI,1,0,1,0,0,0,0,0,0
2018,ERI,"2,484","6,850","2,379",90,"1,637",8,0,6,1
2007,RDL,634,"1,586",584,20,477,4,16,9,1
2001,QLD,"1,811","5,449","1,790",21,"1,497",0,0,0,0
2011,UNI,"1,379","2,887","1,315",59,410,2,0,2,1
2008,WGT,"1,337","3,134","1,304",25,"1,001",2,0,5,1
2016,PAL,"1,840","3,490","1,714",114,"1,024",2,0,5,5
2008,X13,46,90,36,8,30,2,0,0,0
2004,SOM,"3,131","8,158","3,026",100,"2,720",0,0,1,4
2002,BRT,314,780,296,16,251,0,2,0,0
2017,CLI,"1,356","1,796","1,223",113,309,8,1,1,10
2018,HID,"3,879","11,620","3,820",46,"3,405",5,0,5,3
2000,DGN,839,"2,409",824,15,809,0,0,0,
2012,ING,"2,241","3,557","1,941",109,"1,100",18,121,22,30
2012,CFL,729,"1,973",709,18,496,0,0,0,2
2017,MPK,"3,134","8,671","2,979",113,"2,121",10,2,26,4
2000,MAN,172,256,155,8,9,4,0,1,
2003,NHV,962,"2,425",934,26,682,2,0,0,0
2005,ROX,162,417,153,2,145,5,0,0,2
2014,CAN,"3,210","7,838","3,123",66,"2,504",9,4,5,3
1998,EVE,522,"1,547",471,11,471,0,37,,
2009,FHT,"2,211","6,168","2,095",77,"1,357",3,0,34,2
2008,QLD,"1,885","5,026","1,839",32,"1,496",6,1,7,0
2018,ST1,4,0,2,1,0,0,0,0,1
2008,X09,61,221,57,1,98,0,1,1,1
2013,EVE,"7,052","20,809","6,874",110,"6,070",4,56,4,4
2015,X08,0,30,0,0,57,0,0,0,0
2006,EFV,0,0,0,0,0,0,0,0,0
2010,CFL,720,"1,577",683,15,475,0,20,0,2
2003,CED,"2,469","6,531","2,442",25,"1,906",1,0,0,1
2012,DDG,"4,217","11,886","4,060",46,"3,836",3,103,1,4
2010,THO,"3,853","8,710","3,633",157,"2,256",12,1,43,7
2004,HAY,"2,905","5,908","2,756",96,"1,986",21,0,1,31
2007,MOP,"2,527","4,901","2,322",46,"1,311",12,51,93,3
2014,BDO,370,955,363,3,322,3,0,1,0
2001,WND,"2,296","3,791","2,157",103,736,0,0,3,33
2010,HAW,"3,331","9,984","3,283",39,"3,065",8,0,0,1
2011,SKW,0,0,0,0,0,0,0,0,0
1998,RCK,"1,534","3,366","1,459",71,"1,109",0,2,,
2004,SSW,165,390,162,2,148,1,0,0,0
2013,ING,"2,223","3,616","1,976",91,"1,103",7,119,11,19
2013,MEA,277,623,261,11,224,4,0,1,0
2002,THO,"3,745","9,205","3,654",70,"2,392",6,0,8,7
2016,X02,20,"1,179",18,0,19,0,0,1,1
1998,REN,"2,790","5,453","2,655",121,"2,043",0,6,,
2013,MLI,1,0,1,0,0,0,0,0,0
2007,LMR,"2,303","3,254","2,133",32,642,103,9,8,18
2012,RID,342,630,313,14,236,3,3,0,9
2016,EDG,"5,425","15,708","5,301",100,"4,646",10,6,7,1
2012,HIL,"3,557","6,287","3,094",111,"1,183",12,118,211,11
2012,CRE,"3,614","6,269","3,376",171,"1,377",15,19,22,11
2002,ESH,1,0,1,0,1,0,0,0,0
2006,KIN,"2,362","4,495","2,310",27,779,14,1,3,7
2007,MCK,"4,643","14,657","4,586",39,"4,270",8,0,10,0
2019,BDO,378,928,364,13,292,1,0,0,0
2007,EVN,"1,161","3,269","1,095",14,"1,053",2,47,0,3
2011,CHN,"1,456","1,269",801,145,190,91,413,1,5
2013,SHW,"1,088","3,106",948,71,762,2,57,1,9
2018,BLM,35,0,0,0,0,0,22,0,13
2017,LPK,"1,093","2,441",977,116,315,0,0,0,0
2001,KEL,903,"2,232",892,10,491,1,0,0,0
2011,WND,"2,402","3,858","2,257",101,992,5,20,14,5
2019,BRI,"4,218","12,641","4,130",79,"3,192",4,0,3,2
2004,MOP,"2,448","4,680","2,234",140,"1,274",6,24,40,4
2013,MRT,"3,946","14,084","3,871",52,"2,969",2,0,20,1
2005,SSW,165,386,163,1,155,0,1,0,0
2009,WLD,"1,059","2,605","1,030",19,910,4,4,1,1
2009,DIA,271,766,270,1,265,0,0,0,0
1999,BOW,"5,035","11,881","4,882",124,"2,574",14,4,3,
2012,NEB,"3,247","8,303","2,927",50,"2,641",3,242,4,21
2018,WHL,"3,066","6,506","2,811",180,"1,656",14,44,7,10
2013,GRI,5,0,4,0,0,0,0,1,0
2017,WGT,"1,341","3,193","1,301",30,878,6,0,4,0
2004,WGT,"1,353","3,218","1,328",23,"1,027",1,0,1,0
2018,X14,0,17,0,0,15,0,0,0,0
2006,SPR,"1,991","2,827","1,322",46,575,120,493,4,6
2013,MPL,812,"1,921",791,20,737,1,0,0,0
2014,CGR,"2,177","6,697","2,086",52,"1,903",4,26,7,2
2001,OGD,"3,930","10,069","3,814",98,"2,466",1,6,6,5
2005,AUB,26,2,1,0,0,0,13,0,12
1998,GPK,3,5,3,0,1,0,0,,
2009,SOV,914,"2,079",840,36,457,4,0,30,4
2010,BRA,"2,542","5,916","2,473",57,"1,957",11,0,1,0
2007,FHT,"2,180","6,295","2,133",23,"1,417",4,1,17,2
1999,UMR,"1,073","2,652","1,021",40,800,3,7,1,
2019,SET,973,"1,129",381,153,137,5,409,0,25
2005,MON,"1,673","3,807","1,576",76,929,3,5,9,4
2018,BRD,"3,933","6,527","3,313",267,"1,313",19,249,38,47
2002,TUX,"2,473","4,494","2,295",107,968,6,40,6,19
2017,COV,"5,582","17,564","5,463",99,"4,652",11,3,4,2
2007,FAL,"3,380","10,240","3,254",60,"2,004",8,0,57,1
2017,SCE,"2,928","8,251","2,896",24,"2,735",5,0,1,2
2003,RED,916,"1,541",721,10,531,0,185,0,0
2006,SSW,165,387,163,1,155,0,0,1,0
1998,X10,10,28,9,1,4,0,0,,
2003,MID,"2,648","7,367","2,562",82,"1,859",3,0,0,1
2013,ALT,"4,529","9,289","4,174",171,"2,765",28,117,26,13
2011,OAK,"2,292","5,719","2,240",48,"2,007",3,0,1,0
2014,UNI,"1,373","3,013","1,342",26,406,1,1,0,3
2002,EYA,776,"1,717",746,21,443,1,4,1,3
2005,CHK,587,"1,677",569,16,486,1,0,1,0
2015,CHN,"1,603","1,906","1,263",36,314,0,255,0,49
2016,VAL,"1,933","5,656","1,902",28,"1,827",2,0,0,1
2011,KIL,"3,644","6,543","3,246",223,"1,714",23,41,97,14
2013,X09,7,75,6,1,34,0,0,0,0
2004,CFC,4,49,1,0,0,0,0,0,3
2012,VAF,6,0,5,0,0,0,0,0,1
2007,CAP,"2,221","3,939","1,999",48,735,51,38,77,8
2005,HID,"3,849","11,695","3,809",37,"3,641",1,1,0,1
2002,SPR,"1,494","2,925","1,278",154,455,37,22,0,3
2013,SAW,2,0,2,0,0,0,0,0,0
2010,FVI,2,0,1,1,0,0,0,0,0
2011,QPK,188,400,181,6,0,0,0,0,1
2010,HAR,"2,560","7,411","2,503",54,"2,284",1,0,2,0
2004,HID,"3,849","11,647","3,769",66,"3,612",2,9,2,1
2017,VIS,854,"2,298",805,40,391,8,0,0,1
2001,PKL,"1,359","4,172","1,347",7,"1,302",0,0,0,5
2015,SHN,"3,310","9,546","3,285",19,"2,725",3,1,2,0
2015,FRA,3,0,2,1,0,0,0,0,0
2015,BEL,158,402,144,6,142,5,3,0,0
2016,CHN,"1,606","2,104","1,424",127,348,5,32,0,18
2009,EAG,108,256,96,8,96,1,0,3,0
2002,DRN,"2,102","6,224","2,081",19,"1,685",1,0,0,1
2017,MAL,"2,807","5,807","2,583",181,"1,359",29,0,8,6
2005,X02,7,853,7,0,3,0,0,0,0
2001,EAU,918,"1,390",851,50,486,0,0,0,17
2011,NAW,3,20,3,0,0,0,0,0,0
2017,PEG,1,0,0,1,0,0,0,0,0
1998,WLD,"1,045","2,727","1,040",5,"1,035",0,0,,
2003,NGM,"1,004","2,494",974,23,766,3,1,3,0
2011,LKV,"2,338","5,501","2,275",47,"1,848",10,0,4,2
2009,PIN,"3,792","9,808","3,619",128,"2,425",17,0,26,2
2014,RAN,"3,059","7,926","3,001",46,"1,963",8,0,2,2
2005,MOR,"3,088","10,417","3,034",47,"2,798",2,0,4,1
2019,EAU,"1,355","2,024","1,152",76,677,30,85,0,12
